NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 03, 1974                                                                                    
ORIGIN TIME (Local)        :  09:21:00                                                                                            
LATITUDE                   :  -12.50                                                                                              
LONGITUDE                  :  -77.98                                                                                              
DEPTH (km)                 :  13.00                                                                                               
MAGNITUDE                  :  6.6 mb                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  09:21:00
NUMBER OF SAMPLES          :      4899
MAXIMUM ACCELERATION       :   -194.21    180.09    100.30
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         39.5000        -18.1273         33.9919         -2.7678
         39.5200        -33.3663         29.8089         15.6142
         39.5400        -40.9693         -1.2421         27.5762
         39.5600        -49.3933        -20.5421         22.0242
         39.5800        -24.7373         -4.4641         -0.8098
         39.6000         22.6397         20.6699        -21.6328
         39.6200         62.3757         21.9679        -23.9168
         39.6400         58.4747         -0.1101        -16.7598
         39.6600          4.6967        -22.8741         -6.7518
         39.6800        -26.5513        -27.9981          5.5402
         39.7000          2.8107        -24.5381         -0.5278
         39.7200         27.7107         -9.5311        -10.5258
         39.7400          0.4587         32.8829        -12.3628
         39.7600        -17.8023         70.8259         -9.4208
         39.7800         18.4987         61.5099          0.5932
         39.8000         46.7417         17.2079         11.7492
         39.8200         37.2527        -40.8571         20.4232
         39.8400         60.4757        -68.7161         21.2482
         39.8600         78.2427        -56.2181         11.8202
         39.8800         55.9357        -20.4601          2.4652
         39.9000         37.5807          0.6289          6.0992
         39.9200         43.3497        -16.3841          7.1932
         39.9400         57.5917        -35.8361          4.0822
         39.9600         19.7277        -33.4251          2.3752
         39.9800        -60.1533        -17.4551          2.4412
         40.0000       -107.2753         -7.9301          5.0612
         40.0200        -67.0583          0.4479         -5.1278
         40.0400         -1.7613          4.1929         -2.3928
         40.0600        -22.9843        -15.4851         10.5502
         40.0800        -58.5583        -36.0471          8.6202
         40.1000        -23.5773        -28.9441         11.7832
         40.1200          4.0727         -2.1331          6.5222
         40.1400        -35.9853         29.1049        -10.6918
         40.1600        -56.9373         41.3039          0.7732
         40.1800        -30.7503         21.6199         10.0912
         40.2000          3.2177          0.5309          9.6062
         40.2200         42.7257          0.3799         22.8702
         40.2400         43.5217          6.8049          9.9142
         40.2600         32.0867          3.5289        -11.0258
         40.2800         16.2597         -0.4831        -14.3428
         40.3000        -38.9323         18.1759        -24.2278
         40.3200        -63.2863         33.2969        -37.2178
         40.3400         -9.2853         28.6699        -29.6078
         40.3600         30.4037         33.7359          3.8692
         40.3800          5.5107         19.8249         34.1962
         40.4000        -20.0653        -29.6641         17.1072
         40.4200        -16.4323        -35.7131        -21.1008
         40.4400        -10.7573         13.9459        -31.7838
         40.4600        -24.2413         36.1179        -32.6188
         40.4800        -22.6223         21.5029        -20.8288
         40.5000         18.6327         19.0709         14.9552
         40.5200         39.3927         38.9799         34.5152
         40.5400          5.7527         37.0059         16.7632
         40.5600        -35.0553        -10.0091        -10.3388
         40.5800        -35.3653        -45.2881        -20.7138
         40.6000        -17.9243        -31.4091        -19.2858
         40.6200        -12.2923        -11.6681          7.0312
         40.6400          5.1927        -24.2451         30.0112
         40.6600         26.8407        -32.1651         27.5592
         40.6800         31.8617        -13.8271         21.0382
         40.7000         10.2167         -0.6841         10.7712
         40.7200         -4.4013          0.0899         -7.0328
         40.7400         -0.8353          0.8259        -21.2588
         40.7600         22.9297          6.2089        -20.6598
         40.7800         52.2777         15.2379          1.6732
         40.8000         41.7067         24.9749         20.9502
         40.8200         24.1727         19.6899         19.0302
         40.8400         26.1937        -10.8551         11.5692
         40.8600         24.8137        -30.1761          2.6442
         40.8800         24.1837        -12.1761         -4.8148
         40.9000         27.6347         20.2249        -11.9208
         40.9200          8.0567         13.0029        -23.8938
         40.9400        -26.4703        -27.7741        -37.7448
         40.9600        -28.4463        -26.3861        -34.0938
         40.9800        -21.0003         21.9939        -26.9548
         41.0000        -21.9113         34.0319        -25.4618
         41.0200         -9.5583         17.4889        -18.3868
         41.0400         -4.4043         23.6669          1.6412
         41.0600        -35.3933         39.0529         11.5562
         41.0800        -56.9333         45.0839          6.0282
         41.1000        -43.8023         29.5309         -4.7628
         41.1200        -25.3773         -6.1031        -25.1368
         41.1400         12.5587        -24.6221        -24.0018
         41.1600         17.6687        -30.8481          0.4852
         41.1800        -10.9373        -25.6531         15.0492
         41.2000        -10.4043        -11.1131         14.4642
         41.2200          1.7197        -28.9161         18.1432
         41.2400          5.2667        -46.6471         35.8942
         41.2600          2.8427        -35.6271         38.6292
         41.2800        -17.4673        -23.5041         18.6002
         41.3000        -31.7973        -17.0791          2.7212
         41.3200        -17.4393          2.9219         -9.1768
         41.3400        -19.0523         37.7959         -6.6868
         41.3600        -33.5283         63.6829         18.2932
